name,screen diagonal,screen resolution,cpu,ram,storage type,storage size,price,link,gpu
HP Europe 250 G8 2X7W7EA серебристый,15.6 дюйм,1920x1080,Intel Core i5 1035G1,8 ГБ,HDD,1000 ГБ,239990,https://kaspi.kz/shop/p/hp-europe-250-g8-2x7w7ea-serebristyi-101526053/?c=750000000,Intel UHD Graphics
Lenovo IdeaPad 3 15ADA05 81W1003SRK серый,15.6 дюйм,1366x768,AMD Athlon Gold 3150U,8 ГБ,HDD,500 ГБ,157990,https://kaspi.kz/shop/p/lenovo-ideapad-3-15ada05-81w1003srk-seryi-101528507/?c=750000000,AMD Radeon Graphics
Lenovo Ideapad 3 15IIL05 81WE005WRK серый,15.6 дюйм,1366x768,Intel Core i3 1005G1,4 ГБ,HDD,1000 ГБ,169990,https://kaspi.kz/shop/p/lenovo-ideapad-3-15iil05-81we005wrk-seryi-101619029/?c=750000000,Intel UHD Graphics
Lenovo V14-IGL 82C20018RU серый,14 дюйм,1920x1080,Intel Celeron N4120,4 ГБ,SSD,256 ГБ,139990,https://kaspi.kz/shop/p/lenovo-v14-igl-82c20018ru-seryi-101395521/?c=750000000,Intel UHD Graphics 600
Acer Nitro 5 AN515-44 NH.Q9GER.006 черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,16 ГБ,SSD,512 ГБ,379990,https://kaspi.kz/shop/p/acer-nitro-5-an515-44-nh-q9ger-006-chernyi-100502951/?c=750000000,NVIDIA GeForce GTX 1650
Acer Aspire 7 Gaming A715-75G NH.Q87ER.00F черный,15.6 дюйм,1920x1080,Intel Core i7 9750H,16 ГБ,SSD,512 ГБ,394890,https://kaspi.kz/shop/p/acer-aspire-7-gaming-a715-75g-nh-q87er-00f-chernyi-100503512/?c=750000000,NVIDIA GeForce GTX 1650
Acer Nitro 5 AN515-55 I585SGN NH.Q7PER.002 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,439990,https://kaspi.kz/shop/p/acer-nitro-5-an515-55-i585sgn-nh-q7per-002-chernyi-101033865/?c=750000000,NVIDIA GeForce GTX 1660 Ti
HP Pavilion Gaming 15-EC1091UR 2Z7H5EA черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,16 ГБ,HDD+SSD,1256 ГБ,405900,https://kaspi.kz/shop/p/hp-pavilion-gaming-15-ec1091ur-2z7h5ea-chernyi-101283648/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo Legion 5P 15ARH05H 82GU000MRK серый,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,16 ГБ,SSD,512 ГБ,497400,https://kaspi.kz/shop/p/lenovo-legion-5p-15arh05h-82gu000mrk-seryi-100849615/?c=750000000,NVIDIA GeForce RTX 2060
Asus TUF Gaming F15 FX506LI-HN012 90NR03T2-M01550 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,429000,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-fx506li-hn012-90nr03t2-m01550-chernyi-100705458/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo Legion 5 15ARH05H 82B1009ERK черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,16 ГБ,SSD,512 ГБ,459900,https://kaspi.kz/shop/p/lenovo-legion-5-15arh05h-82b1009erk-chernyi-101353892/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Lenovo Legion 5 17ARH05H 82GN002URK черный,17.3 дюйм,1920x1080,AMD Ryzen 7 4800H,16 ГБ,SSD,512 ГБ,508990,https://kaspi.kz/shop/p/lenovo-legion-5-17arh05h-82gn002urk-chernyi-101276790/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Asus ROG Strix G51 G513QE-HN029 90NR05I2-M00550 черный,15.6 дюйм,1920x1080,AMD Ryzen 5 5600H,16 ГБ,SSD,512 ГБ,518990,https://kaspi.kz/shop/p/asus-rog-strix-g51-g513qe-hn029-90nr05i2-m00550-chernyi-101475947/?c=750000000,NVIDIA GeForce RTX 3050 Ti
Acer Nitro 5 AN515-55 NH.Q7PER.008 черный,15.6 дюйм,1920x1080,Intel Core i7 10750H,16 ГБ,SSD,1000 ГБ,549890,https://kaspi.kz/shop/p/acer-nitro-5-an515-55-nh-q7per-008-chernyi-100505068/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Asus TUF Gaming F15 FX506LU-HN002 90NR0421-M01330 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,405990,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-fx506lu-hn002-90nr0421-m01330-chernyi-100785080/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Lenovo IP 3 14IML05 81WA00CYRK серый,14 дюйм,1920x1080,Intel Core i5 10210U,8 ГБ,SSD,512 ГБ,359990,https://kaspi.kz/shop/p/lenovo-ip-3-14iml05-81wa00cyrk-seryi-101103107/?c=750000000,NVIDIA GeForce MX330
HP Pavilion Gaming 15-ec1033ur 1N3L3EA черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,8 ГБ,SSD,512 ГБ,369600,https://kaspi.kz/shop/p/hp-pavilion-gaming-15-ec1033ur-1n3l3ea-chernyi-101353702/?c=750000000,NVIDIA GeForce GTX 1650 Ti 4Gb
Asus TUF Gaming A15 FA506IU 90NR03N1-M05690 серый,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,8 ГБ,SSD,512 ГБ,389990,https://kaspi.kz/shop/p/asus-tuf-gaming-a15-fa506iu-90nr03n1-m05690-seryi-101312396/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Asus FX516PM-HN023 90NR05X1-M00990 серый,15.6 дюйм,1920x1080,Intel Core i7 11370H,16 ГБ,SSD,512 ГБ,699990,https://kaspi.kz/shop/p/asus-fx516pm-hn023-90nr05x1-m00990-seryi-101205886/?c=750000000,NVIDIA GeForce RTX 3060
HP Pavilion 15-ec1026ur 16D73EA темно-серый,15.6 дюйм,1920x1080,AMD Ryzen 7 4800H,16 ГБ,HDD+SSD,1256 ГБ,490000,https://kaspi.kz/shop/p/hp-pavilion-15-ec1026ur-16d73ea-temno-seryi-100396623/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Acer Nitro 5 AN515-44 NH.Q9GER.008 черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,8 ГБ,SSD,512 ГБ,359990,https://kaspi.kz/shop/p/acer-nitro-5-an515-44-nh-q9ger-008-chernyi-100503500/?c=750000000,NVIDIA GeForce GTX 1650
Lenovo Legion 5 15ARH05 82B500GQRK черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,8 ГБ,SSD,512 ГБ,359990,https://kaspi.kz/shop/p/lenovo-legion-5-15arh05-82b500gqrk-chernyi-100914801/?c=750000000,NVIDIA GeForce GTX 1650
Asus TUF Dash F15 FX516PE 90NR0641-M00560 черный,15.6 дюйм,1920x1080,Intel Core i7 11370H,16 ГБ,SSD,512 ГБ,540500,https://kaspi.kz/shop/p/asus-tuf-dash-f15-fx516pe-90nr0641-m00560-chernyi-101405400/?c=750000000,NVIDIA GeForce RTX 3050 Ti
Lenovo NB LN Legion 5P 82AW006JRK серый,15.6 дюйм,1920x1080,Intel Core i7 10750H,16 ГБ,SSD,1000 ГБ,579990,https://kaspi.kz/shop/p/lenovo-nb-ln-legion-5p-82aw006jrk-seryi-100849618/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Asus TUF Gaming FX506LH-HN004 90NR03U2-M00860 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,428899,https://kaspi.kz/shop/p/asus-tuf-gaming-fx506lh-hn004-90nr03u2-m00860-chernyi-101426399/?c=750000000,NVIDIA GeForce GTX 1650 + Intel UHD Graphics 630
Asus TUF Gaming F15 FX506LI-HN050 90NR03T1-M05950 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,512 ГБ,499990,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-fx506li-hn050-90nr03t1-m05950-chernyi-100923837/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo IdeaPad Gaming 3 15IMH05 81Y400S0RK черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,369990,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-15imh05-81y400s0rk-chernyi-101143616/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Asus ROG STRIX G15 G512LI-HN210 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,1000 ГБ,409990,https://kaspi.kz/shop/p/asus-rog-strix-g15-g512li-hn210-chernyi-101426553/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo Legion 5 17ARH05H 82GN000BRK черный,17.1 дюйм,1920x1080,AMD Ryzen 7 4800H,16 ГБ,SSD,1000 ГБ,518990,https://kaspi.kz/shop/p/lenovo-legion-5-17arh05h-82gn000brk-chernyi-101421793/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Lenovo Ideapad 3 Gaming 15IMH05 81Y400MPRK черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,379990,https://kaspi.kz/shop/p/lenovo-ideapad-3-gaming-15imh05-81y400mprk-chernyi-100520472/?c=750000000,NVIDIA GeForce GTX 1650
Lenovo IdeaPad Gaming 3 15ARH05 R5165SGN 82EY00HYRK черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,16 ГБ,SSD,512 ГБ,369990,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-15arh05-r5165sgn-82ey00hyrk-chernyi-101577244/?c=750000000,NVIDIA GeForce GTX 1650
Lenovo Legion 5P i5 10300H 82AW004FRK серый,15.6 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,512 ГБ,530000,https://kaspi.kz/shop/p/lenovo-legion-5p-i5-10300h-82aw004frk-seryi-101265080/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Asus TUF Gaming FX505DT-HN484 90NR02D1-M12900 черный,15.6 дюйм,1920x1080,AMD Ryzen 5 3550H,8 ГБ,SSD,512 ГБ,352700,https://kaspi.kz/shop/p/asus-tuf-gaming-fx505dt-hn484-90nr02d1-m12900-chernyi-100518787/?c=750000000,NVIDIA GeForce GTX 1650
Lenovo Legion 5 15ARH05H 82B1000XRK черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,8 ГБ,SSD,512 ГБ,444890,https://kaspi.kz/shop/p/lenovo-legion-5-15arh05h-82b1000xrk-chernyi-100843623/?c=750000000,NVIDIA GeForce GTX 1660 Ti
HP Pavilion 15-EC1025UR 16D72EA серый,15.6 дюйм,1920x1080,AMD Ryzen 7 4800H,8 ГБ,HDD+SSD,1256 ГБ,399900,https://kaspi.kz/shop/p/hp-pavilion-15-ec1025ur-16d72ea-seryi-100521078/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo Ideapad 3 Gaming 15ARH05 82EY004TRK черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,16 ГБ,SSD,512 ГБ,389990,https://kaspi.kz/shop/p/lenovo-ideapad-3-gaming-15arh05-82ey004trk-chernyi-100528609/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo Legion 5 15IMH05H 81Y600E6RK черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,520990,https://kaspi.kz/shop/p/lenovo-legion-5-15imh05h-81y600e6rk-chernyi-101206012/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Lenovo Legion 5 15ARH05H 82B1009FRK черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,16 ГБ,SSD,1024 ГБ,489990,https://kaspi.kz/shop/p/lenovo-legion-5-15arh05h-82b1009frk-chernyi-100849619/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Asus TUF Gaming A15 FX506QM-HN050T 90NR0606-M01120 серый,15.6 дюйм,1920x1080,AMD Ryzen 7 5800H,16 ГБ,SSD,512 ГБ,753900,https://kaspi.kz/shop/p/asus-tuf-gaming-a15-fx506qm-hn050t-90nr0606-m01120-seryi-101534194/?c=750000000,NVIDIA GeForce RTX 3060
Asus ROG Strix G15 G513QM-HN027 черный,15.6 дюйм,1920x1080,AMD Ryzen 7 5800H,16 ГБ,SSD,1000 ГБ,755900,https://kaspi.kz/shop/p/asus-rog-strix-g15-g513qm-hn027-chernyi-101352491/?c=750000000,NVIDIA GeForce RTX 3060
Asus ROG Zephyrus G15 GA503QM-HQ095 черный,15.6 дюйм,2560x1440,AMD Ryzen 7 5800HS,16 ГБ,SSD,512 ГБ,844900,https://kaspi.kz/shop/p/asus-rog-zephyrus-g15-ga503qm-hq095-chernyi-101352641/?c=750000000,NVIDIA GeForce RTX 3060
Asus TUF Gaming FX505DT-HN538 90NR02D2-M14600 черный,15.6 дюйм,1920x1080,AMD Ryzen 7 3750H,16 ГБ,SSD,512 ГБ,410900,https://kaspi.kz/shop/p/asus-tuf-gaming-fx505dt-hn538-90nr02d2-m14600-chernyi-101211884/?c=750000000,NVIDIA GeForce GTX 1650
Asus ROG Strix SCAR 17 G733QS-HG021 T90NR0591-M02010 черный,17.3 дюйм,1920x1080,AMD Ryzen 9 5900HX,32 ГБ,SSD,1000 ГБ,1399990,https://kaspi.kz/shop/p/asus-rog-strix-scar-17-g733qs-hg021-t90nr0591-m02010-chernyi-101004051/?c=750000000,NVIDIA GeForce RTX 3080
HP Pavilion Gaming 15-EC1016UR 1A8M9EA черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,16 ГБ,SSD,512 ГБ,481000,https://kaspi.kz/shop/p/hp-pavilion-gaming-15-ec1016ur-1a8m9ea-chernyi-101085723/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo Ideapad 330-15IKB 81DE02U6RU серый,15.6 дюйм,1920x1080,Intel Core i7 8550U,8 ГБ,HDD,1000 ГБ,449990,https://kaspi.kz/shop/p/lenovo-ideapad-330-15ikb-81de02u6ru-seryi-1307363/?c=750000000,Intel UHD Graphics 620 + NVIDIA GeForce MX150
Lenovo Ideapad L340-15IWL 81LG00MBRK серый,15.6 дюйм,1920x1080,Intel Core i5 8265U,8 ГБ,HDD,1000 ГБ,379990,https://kaspi.kz/shop/p/lenovo-ideapad-l340-15iwl-81lg00mbrk-seryi-100343918/?c=750000000,NVIDIA GeForce MX230
Acer Predator Triton PT515-52-73Q8 NH.Q6YER.005 черный,15.6 дюйм,1920x1080,Intel Core i7 10750H,32 ГБ,SSD,2000 ГБ,999990,https://kaspi.kz/shop/p/acer-predator-triton-pt515-52-73q8-nh-q6yer-005-chernyi-100474678/?c=750000000,NVIDIA GeForce RTX 2070
Lenovo Ideapad S145-15IWL 81MV015KRK черный,15.6 дюйм,1920x1080,Intel Core i7 8565U,8 ГБ,HDD,1000 ГБ,399990,https://kaspi.kz/shop/p/lenovo-ideapad-s145-15iwl-81mv015krk-chernyi-100343794/?c=750000000,NVIDIA GeForce MX110
Lenovo IdeaPad 320-15IKB 81DС0071RU серый,15.6 дюйм,1366x768,Intel Core i5 7200U,6 ГБ,HDD,1000 ГБ,309990,https://kaspi.kz/shop/p/lenovo-ideapad-320-15ikb-81ds0071ru-seryi-100462567/?c=750000000,NVIDIA GeForce MX110
Lenovo IdeaPad Gaming 3 I781T1SGN 81Y400NVRK черный,15.6 дюйм,1920x1080,Intel Core i7 10750H,8 ГБ,HDD+SSD,1152 ГБ,549990,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-i781t1sgn-81y400nvrk-chernyi-100713210/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Asus TUF Dash F15 FX516PR-HN002 90NR0651-M00430 черный,15.6 дюйм,1920x1080,Intel Core i7 11370H,16 ГБ,SSD,512 ГБ,999990,https://kaspi.kz/shop/p/asus-tuf-dash-f15-fx516pr-hn002-90nr0651-m00430-chernyi-101004973/?c=750000000,NVIDIA GeForce RTX 3070
Lenovo Ideapad L340-15IWL 81LG0083RK черный,15.6 дюйм,1366x768,Intel Core i7 8565U,8 ГБ,HDD,1000 ГБ,379990,https://kaspi.kz/shop/p/lenovo-ideapad-l340-15iwl-81lg0083rk-chernyi-100342071/?c=750000000,NVIDIA GeForce MX230
Lenovo Legion Y7000 81T0001DRK черный,15.6 дюйм,1920x1080,Intel Core i7 9750H,8 ГБ,HDD+SSD,1128 ГБ,599990,https://kaspi.kz/shop/p/lenovo-legion-y7000-81t0001drk-chernyi-100270157/?c=750000000,Intel UHD Graphics 630 + NVIDIA GeForce GTX 1650
Acer Aspire 3 A315-55G-71BP NX.HEDER.037 черный,15.6 дюйм,1366x768,Intel Core i7 8565U,8 ГБ,HDD,1000 ГБ,389990,https://kaspi.kz/shop/p/acer-aspire-3-a315-55g-71bp-nx-heder-037-chernyi-100260650/?c=750000000,NVIDIA GeForce MX230
Dell Vostro 3500 210-AXUD-1 черный,15.6 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,419900,https://kaspi.kz/shop/p/dell-vostro-3500-210-axud-1-chernyi-101353791/?c=750000000,NVIDIA GeForce MX330
Xiaomi RedmiBook 14 II XMA2011-CB серебристый,14 дюйм,1920x1080,Intel Core i7 1065G7,16 ГБ,SSD,512 ГБ,500000,https://kaspi.kz/shop/p/xiaomi-redmibook-14-ii-xma2011-cb-serebristyi-101100404/?c=750000000,NVIDIA GeForce MX350
Dream Machines G1650Ti-15KZ46 черный,15.6 дюйм,1920x1080,Intel Core i7 10750H,16 ГБ,SSD,1024 ГБ,517590,https://kaspi.kz/shop/p/dream-machines-g1650ti-15kz46-chernyi-101420104/?c=750000000,NVIDIA GeForce GTX 1650 Ti
MSI GF63 Thin 10SC-448XKZ черный,15.6 дюйм,1920x1080,Intel Core i5 10500H,8 ГБ,SSD,512 ГБ,399990,https://kaspi.kz/shop/p/msi-gf63-thin-10sc-448xkz-chernyi-101637770/?c=750000000,NVIDIA GeForce GTX 1650 Max-Q
Acer Swift 3X SF314-510G-500R NX.A0YER.005 синий,14 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,512 ГБ,471975,https://kaspi.kz/shop/p/acer-swift-3x-sf314-510g-500r-nx-a0yer-005-sinii-101682491/?c=750000000,Intel Iris Xe Max
Acer Predator Triton 700 PT715-51 NH.Q2KER.002 черный,15.6 дюйм,1920x1080,Intel Core i7 7700HQ,16 ГБ,SSD,512 ГБ,1058084,https://kaspi.kz/shop/p/acer-predator-triton-700-pt715-51-nh-q2ker-002-chernyi-1304849/?c=750000000,NVIDIA GeForce GTX 1060 + Intel HD Graphics 630
Acer Predator Helios 300 PH315-53-53Z7 NH.Q7YER.007 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,1000 ГБ,637990,https://kaspi.kz/shop/p/acer-predator-helios-300-ph315-53-53z7-nh-q7yer-007-chernyi-100475630/?c=750000000,NVIDIA GeForce RTX 2060
Asus ROG Flow X13 GV301QH-K6054T черный,13.4 дюйм,1920x1200,AMD Ryzen 7 5800HS,16 ГБ,SSD,512 ГБ,750000,https://kaspi.kz/shop/p/asus-rog-flow-x13-gv301qh-k6054t-chernyi-101271286/?c=750000000,NVIDIA GeForce GTX 1650
Asus ROG Zephyrus G15 GA503QM-HN094 90NR04X4-M02590 черный,15.6 дюйм,1920x1080,AMD Ryzen 7 5800HS,16 ГБ,SSD,512 ГБ,830000,https://kaspi.kz/shop/p/asus-rog-zephyrus-g15-ga503qm-hn094-90nr04x4-m02590-chernyi-101709827/?c=750000000,NVIDIA GeForce RTX 3060
Acer Swift 3X SF314-510G-70SN NX.A0YER.004 синий,14 дюйм,1920x1080,Intel Core i7 1165G7,16 ГБ,SSD,512 ГБ,562265,https://kaspi.kz/shop/p/acer-swift-3x-sf314-510g-70sn-nx-a0yer-004-sinii-101709895/?c=750000000,Intel Iris Xe Max
Asus ROG Zephyrus G15 GA503QS-HQ071T 90NR04J2-M01860 черный,15.6 дюйм,2560x1440,AMD Ryzen 9 5900HS,32 ГБ,SSD,1000 ГБ,1439990,https://kaspi.kz/shop/p/asus-rog-zephyrus-g15-ga503qs-hq071t-90nr04j2-m01860-chernyi-101577192/?c=750000000,NVIDIA GeForce RTX 3080
Lenovo Legion Y540-15 81SY00AWRK черный,15.6 дюйм,1920x1080,Intel Core i5 9300H,8 ГБ,SSD,512 ГБ,442388,https://kaspi.kz/shop/p/lenovo-legion-y540-15-81sy00awrk-chernyi-1307229/?c=750000000,NVIDIA GeForce GTX 1650
Lenovo IdeaPad 3 15IMH05 81Y40099RK синий,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,485567,https://kaspi.kz/shop/p/lenovo-ideapad-3-15imh05-81y40099rk-sinii-100918611/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Asus ZenBook 14 UM433IQ-A5037T 90NB0R89-M01060 серый,14 дюйм,1920x1080,AMD Ryzen 5 4500U,8 ГБ,SSD,256 ГБ,480260,https://kaspi.kz/shop/p/asus-zenbook-14-um433iq-a5037t-90nb0r89-m01060-seryi-100573721/?c=750000000,NVIDIA GeForce MX350
Asus Laptop 15 X515JF-BQ009T 90NB0SW1-M00090 серый,15.6 дюйм,1920x1080,Intel Core i5 1035G1,8 ГБ,SSD,512 ГБ,467604,https://kaspi.kz/shop/p/asus-laptop-15-x515jf-bq009t-90nb0sw1-m00090-seryi-100963309/?c=750000000,NVIDIA GeForce MX130
MSI GL75 Leopard 10SDK-252XRU 9S7-17E722-252 черный,17.3 дюйм,1920x1080,Intel Core i7 10750H,8 ГБ,SSD,512 ГБ,732880,https://kaspi.kz/shop/p/msi-gl75-leopard-10sdk-252xru-9s7-17e722-252-chernyi-100962626/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Asus ROG Zephyrus G15 GA503QM-HN096T 90NR04X4-M02630 черный,15.6 дюйм,1920x1080,AMD Ryzen 7 5800HS,32 ГБ,SSD,512 ГБ,951150,https://kaspi.kz/shop/p/asus-rog-zephyrus-g15-ga503qm-hn096t-90nr04x4-m02630-chernyi-101701182/?c=750000000,NVIDIA GeForce RTX 3060
Xiaomi Mi Notebook Pro 15.6 JYU4058CN серый,15.6 дюйм,1920x1080,Intel Core i3 8250U,8 ГБ,SSD,256 ГБ,499990,https://kaspi.kz/shop/p/xiaomi-mi-notebook-pro-15-6-jyu4058cn-seryi-1306133/?c=750000000,NVIDIA GeForce GTX 1050 + Intel HD Graphics 620
Xiaomi Mi Air 13.3 JYU4150CN серебристый,13.3 дюйм,1920x1080,Intel Core i7 8550U,8 ГБ,SSD,512 ГБ,559990,https://kaspi.kz/shop/p/xiaomi-mi-air-13-3-jyu4150cn-serebristyi-1307483/?c=750000000,NVIDIA GeForce MX250
Xiaomi Mi Pro JYU4222CN серый,15.6 дюйм,1920x1080,Intel Core i7 10510U,16 ГБ,SSD,1000 ГБ,689990,https://kaspi.kz/shop/p/xiaomi-mi-pro-jyu4222cn-seryi-100513631/?c=750000000,NVIDIA GeForce MX350
Lenovo IdeaPad S340-15IML 81NA0091RK черный,15.6 дюйм,1920x1080,Intel Core i7 10510U,12 ГБ,HDD,1128 ГБ,389990,https://kaspi.kz/shop/p/lenovo-ideapad-s340-15iml-81na0091rk-chernyi-100574887/?c=750000000,NVIDIA GeForce MX250
Acer Nitro 5 AN517-51 NH.Q5DER.01B черный,17.3 дюйм,1920x1080,Intel Core i5 9300H,8 ГБ,SSD,512 ГБ,519900,https://kaspi.kz/shop/p/acer-nitro-5-an517-51-nh-q5der-01b-chernyi-100437080/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Xiaomi Redmi G Gaming черный,16.1 дюйм,1920x1080,Intel Core i7 10750H,16 ГБ,SSD,512 ГБ,621700,https://kaspi.kz/shop/p/xiaomi-redmi-g-gaming-chernyi-100624733/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Apple MacBook Pro 16 2019 MVVJ2RU/A серый,16 дюйм,3072x1920,Intel Core i7 9750H,16 ГБ,SSD,512 ГБ,1422000,https://kaspi.kz/shop/p/apple-macbook-pro-16-2019-mvvj2ru-a-seryi-100418219/?c=750000000,AMD Radeon Pro 5300M + Intel UHD Graphics 630
Asus TUF Gaming F15 FX506LU-HN011 90NR0421-M01340 серый,15.6 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,512 ГБ,459900,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-fx506lu-hn011-90nr0421-m01340-seryi-100705451/?c=750000000,NVIDIA GeForce GTX 1660 Ti
MSI Modern 14 B10RASW-097KZ синий,14 дюйм,1920x1080,Intel Core i5 10210U,8 ГБ,SSD,512 ГБ,675933,https://kaspi.kz/shop/p/msi-modern-14-b10rasw-097kz-sinii-100470622/?c=750000000,NVIDIA GeForce MX330
HP OMEN X 15-dg0009ur черный,15.6 дюйм,1920x1080,Intel Core i7 9750H,16 ГБ,SSD,1000 ГБ,1199970,https://kaspi.kz/shop/p/hp-omen-x-15-dg0009ur-chernyi-100688089/?c=750000000,NVIDIA GeForce RTX 2060
Asus ROG G512LU-HN093 черный,15.6 дюйм,1920x1080,Intel Core i7 10750H,16 ГБ,SSD,512 ГБ,579990,https://kaspi.kz/shop/p/asus-rog-g512lu-hn093-chernyi-100684397/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Asus ROG Zephyrus GA401IU-HE043 90NR03I3-M06350 серый,14 дюйм,1920x1080,AMD Ryzen 9 4900HS,16 ГБ,SSD,512 ГБ,622900,https://kaspi.kz/shop/p/asus-rog-zephyrus-ga401iu-he043-90nr03i3-m06350-seryi-101212332/?c=750000000,NVIDIA GeForce GTX 1660 Ti + AMD Radeon Graphics
Acer Extensa 15 EX215-53G-3212 NX.EGCER.00C черный,15.6 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,SSD,512 ГБ,288088,https://kaspi.kz/shop/p/acer-extensa-15-ex215-53g-3212-nx-egcer-00c-chernyi-100944548/?c=750000000,NVIDIA GeForce MX330
Asus TUF Gaming A15 FX506IU-HN294 M08910 черный,15.6 дюйм,1920x1080,AMD Ryzen 7 4800H,16 ГБ,SSD,512 ГБ,623900,https://kaspi.kz/shop/p/asus-tuf-gaming-a15-fx506iu-hn294-m08910-chernyi-101525161/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Asus Zenbook Flip UX563FD 90NB0NT1-M00810 серый,15.6 дюйм,1920x1080,Intel Core i5 10210U,8 ГБ,SSD,512 ГБ,701205,https://kaspi.kz/shop/p/asus-zenbook-flip-ux563fd-90nb0nt1-m00810-seryi-100963392/?c=750000000,NVIDIA GeForce GTX 1050 MAX Q
Dream Machines G1650Ti-17KZ31 черный,17.3 дюйм,1920x1080,Intel Core i5 10200H,16 ГБ,SSD,1024 ГБ,465690,https://kaspi.kz/shop/p/dream-machines-g1650ti-17kz31-chernyi-101420124/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Dream Machines RT2070-15KZ03-D8NVme256H1000 черный,15.6 дюйм,1920x1080,Intel Core i7 9750H,8 ГБ,HDD+SSD,1256 ГБ,808600,https://kaspi.kz/shop/p/dream-machines-rt2070-15kz03-d8nvme256h1000-chernyi-101241932/?c=750000000,NVIDIA GeForce RTX2070 + Intel UHD Graphics 630
Lenovo Thinkpad E15 Gen 2 20TD002MRT серый,15.6 дюйм,1920x1080,Intel Core i7 1165G7,16 ГБ,SSD,512 ГБ,722700,https://kaspi.kz/shop/p/lenovo-thinkpad-e15-gen-2-20td002mrt-seryi-101336159/?c=750000000,NVIDIA GeForce MX450
